entity,character,entity_type,context
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Inside Sen's Fortress,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Inside Sen's Fortress,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Sen's Fortress,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Sen's Fortress,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Fantastic,SIEGMEYER OF CATARINA,NORP,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Knight,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Knight,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Knight,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Knight,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Sng,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Sng,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Sng,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Sng,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
The Poison Swamp,SIEGMEYER OF CATARINA,WORK_OF_ART,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
The Poison Swamp,SIEGMEYER OF CATARINA,WORK_OF_ART,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Lin,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Lin,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Lin,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Lin,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
"Undead Burg
Undead Burg",SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
"Anor Londo
Anor Londo",SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Smooth,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Smooth,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Smooth,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Smooth,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Undead Burg - Altar,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,LOC,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Sun,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Tomb,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Tomb,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Gravelord,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Gravelord,SOLAIRE OF ASTORA,PERSON,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
the Sunlight Maggot,SOLAIRE OF ASTORA,WORK_OF_ART,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
the Sunlight Maggot,SOLAIRE OF ASTORA,WORK_OF_ART,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
the Sunlight Maggot,SOLAIRE OF ASTORA,WORK_OF_ART,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Drat,UNDEAD MERCHANT (FEMALE),GPE,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Drat,UNDEAD MERCHANT (FEMALE),GPE,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Drat,UNDEAD MERCHANT (FEMALE),GPE,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Drat,UNDEAD MERCHANT (FEMALE),PERSON,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Nee,UNDEAD MERCHANT (MALE),ORG,"First time speaking to him
Well, now…
You seem to have your wits about you, hmm?
Then you are a welcome customer!
I trade for souls. Everything's for sale!
Nee hee hee hee hee!
First time speaking to ..."
Nee,UNDEAD MERCHANT (MALE),ORG,"First time speaking to him
Well, now…
You seem to have your wits about you, hmm?
Then you are a welcome customer!
I trade for souls. Everything's for sale!
Nee hee hee hee hee!
First time speaking to ..."
